"MutantVarietyID","Variety Name","Local Name","Local Registration Year","Local Registration Number","Local Registration Agency","National Registration Number","National Registration Agency","Latin Name","Common Name","Country Name","Short Description","Miscellaneous","Character Improvement Details","Registration","PropagationModeType","UsageSubcategory","MutantDevelopmentType","Intellectual Property","Mutagen Treatment Type","Physical Mutagen","Chemical Mutagen","Treatment Material Type","Continent Name"
"912","IRAT 170","","1984","","","","","Oryza sativa L.","Rice","Cote D'Ivoire","The mutant variety IRAT 170 was officially approved in 1984. It was developed by hybridization with mutant variety IRAT 13 obtained by irradiation with chronic gamma rays. Main improved attributes of mutant variety are medium plant height, high tillering, early maturity (124 days), and good cooking quality.","","Medium plant height, high tillering, early maturity (124 days) and good cooking quality","1984","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays - chronic","","","Africa"
"513","IRAT 177","","1988","","","","","Oryza sativa L.","Rice","Brazil","The mutant variety IRAT 177 was officialy approved in 1988. It was spontaneous mutant selected from variety IRAT 79 obtained by irradiation of seeds with gamma rays (250-300 Gy). Main improved attributes of mutant variety are higher plant height and high tillering.","","Higher plant height and high tillering","1988","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"449","IRAT 191 (IREM 191)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 191 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, low tillering, and early maturity.","","Tall plant type, low tillering, and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"450","IRAT 192 (IREM 192)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 192 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are higher stem height and early maturity.","","Higher stem height and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"451","IRAT 193 (IREM 193)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 193 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are higher stem height, low tillering, and early maturity.","","Higher stem height, low tillering, and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"452","IRAT 194 (IREM 194)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 194 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are height reduced from 130-150cm to 100-120 cm, single semi-dominant gene for short culm, different from IRAT 13, recommended for Nigeria, good resistance to lodging.","","Reduced height from 130-150cm to 100-120 cm, single semi-dominant gene for short culm, different from IRAT 13, recommended for Nigeria, good resistance to lodging","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Pollen grains or anther","Latin America and the Caribbean"
"453","IRAT 195 (IREM 195)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 195 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are relatively tall, medium tillering, early maturity and soft grain.","","Relatively tall plant type, medium tillering, early maturity and soft grain","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"454","IRAT 196 (IREM 196)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 196 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, low tillering, and early maturity.","","Tall plant type, low tillering, and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"918","IRAT 213 = ISA 3","","1982","","","","","Oryza sativa L.","Rice","Cote D'Ivoire","The mutant variety IRAT 213 was officially approved in 1982. It was developed by hybridization with mutant variety IRAT 13 obtained by irradiation with chronic gamma rays. Main improved attributes of mutant variety are good grain shape, plant height (150 cm) and high yield.","","Good grain shape, plant height (150 cm) and high yield","1982","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays - chronic","","","Africa"
"919","IRAT 214 = ISA 4","","1982","","","","","Oryza sativa L.","Rice","Cote D'Ivoire","The mutant variety IRAT 214 was officially approved in 1982. It was developed by hybridization with mutant variety IRAT 13 obtained by irradiation with chronic gamma rays. Main improved attributes of mutant variety are higher yield and good grain shape.","","High yield and good grain shape","1982","Seed - Self pollination","Cereals","Crossing with one mutant variety","","Physical","Gamma rays - chronic","","","Africa"
"913","IRAT 216","","1985","","","","","Oryza sativa L.","Rice","Cote D'Ivoire","The mutant variety IRAT 216 was officially approved in 1985. It was developed by hybridization with mutant M 312A obtained by irradiation with gamma rays. Main improved attributes of mutant variety are good adaptability to wetland rice culture, resistance to Pyricularia, tolerance to flooding.","","Good adaptability to wetland rice culture, resistance to Pyricularia, tolerance to flooding","1985","Seed - Self pollination","Cereals","Crossing with one mutant","","Physical","Gamma rays","","","Africa"
"455","IRAT 239 (IREM 779)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 239 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, low tillering and early maturity.","","Tall plant type, low tillering, and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"456","IRAT 240 (IREM 950)","","1980","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 240 was officially approved in 1980. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, low tillering and early maturity.","","Tall plant type, low tillering, and early maturity","1980","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"457","IRAT 241 (IREM 73-2)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 241 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, medium tillering and hard grain.","","Tall plant type, medium tillering and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"458","IRAT 242 (IREM575-1)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 242 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are height reduction from 130-150 cm to 100-120 cm and high TGW (43g).","","Reduced height from 130-150 cm to 100-120 cm and high TGW (43g)","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"459","IRAT 243 (IREM 15-2)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 243 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall plant type, low shattering, early maturity (118 days), hard grain.","","Tall plant type, low shattering, early maturity (118 days) and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"460","IRAT 244 (IREM 12-5)","","1983","","","","","Oryza sativa L.","Rice","Guyana","","","","1983","Seed - Self pollination","","Direct development of an induced mutant","","","","","","Latin America and the Caribbean"
"461","IRAT 245 (IREM43111)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 245 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall, medium tillering, early maturity (118 days) and hard grain.","","Tall plant type, medium tillering, early maturity (118 days) and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"462","IRAT 246 (IREM 3463)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 246 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall, medium tillering, early maturity (118 days) and hard grain.","","Tall plant type, medium tillering, early maturity (118 days) and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"463","IRAT 247 (IREM 75-1)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 247 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall, medium tillering, early maturity (118 days) and hard grain.","","Tall plant type, medium tillering, early maturity (118 days) and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"464","IRAT 248 (IREM 2-1)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 248 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are medium plant height, medium tillering, and early maturity (118 days).","","Medium plant height, medium tillering and early maturity (118 days)","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"465","IRAT 249 (IREM 12322)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 249 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are tall, medium tillering, early maturity (118 days).","","Tall plant type, medium tillering and early maturity (118 days)","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"466","IRAT 250 (IREM 52-1)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 250 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are relatively tall, low tillering, early maturity (117 days) and hard grain.","","Tall plant type, low tillering, early maturity (117 days) and hard grain","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
"467","IRAT 251 (IREM 297-3)","","1983","","","","","Oryza sativa L.","Rice","Guyana","The mutant variety IRAT 251 was officially approved in 1983. It was developed by irradiation of seeds with chronic gamma rays (250-300 Gy). Main improved attributes of mutant variety are relatively tall, medium tillering, early maturity (118 days).","","Relatively tall plants, medium tillering and early maturity (118 days)","1983","Seed - Self pollination","Cereals","Direct development of an induced mutant","","Physical","Gamma rays - chronic","","Seed","Latin America and the Caribbean"
